SKU,Nombre,Precio,Existencias,Costo,Proveedor,Status,Vencimiento,CategoriaPrincipal,Subcategoria,UnidadMedida
B0025-ELF,Loción Corporal Pink in Sweet 88g,29.41,0.0,25.00,VB,Inactive,2026-03-01,Cuidado personal,Crema corporal,12
B0042-DOT,Spray fragancia para cabello Pink in Sweet 100ml,37.65,60.0,32.00,VB,Active,,Cuidado personal,Fragancias,12
B0042-BM,Spray fragancia para cabello Pink in Sweet 100ml,37.65,4.0,32.00,VB,Inactive,2028-05-01,Cuidado personal,Fragancias,12
LC1310,Mascara para pestañas y cejas en gel con Acido Hialuronico Magic,12.94,357.0,11.00,VB,Active,2028-11-01,Maquillaje,Mascara,24
LC1157,Brillo Labial Mariposita Magic,12.94,240.0,11.00,VB,Active,2028-05-01,Maquillaje,Labios,24
LC719,Brillo Labial Dear Darling Magic,12.94,1.0,11.00,VB,Inactive,2028-10-01,Maquillaje,Labios,24
B38,Perfume Tom Ford Fkg. fabulous 100ml,129.41,37.0,110.00,VB,Active,,Cuidado personal,Perfumes,12
B37,Perfume Tom Ford Oud wood 100ml,129.41,36.0,110.00,VB,Active,,Cuidado personal,Perfumes,12
B36,Perfume Tom Ford Fabulous 100ml,129.41,36.0,110.00,VB,Active,,Cuidado personal,Perfumes,12
B35,Perfume Tom Ford Tuscan Leather 100ml,129.41,10.0,110.00,VB,Active,,Cuidado personal,Perfumes,12
B9,Perfume Aventus Creed 100ml,141.18,78.0,120.00,VB,Active,,Cuidado personal,Perfumes,12
G3135,Balsamo Labial Limon Orof,11.76,557.0,10.00,VB,Active,2028-08-01,Maquillaje,Labios,24
G3134,Balsamo Labial Arándano Orof,11.76,172.0,10.00,VB,Active,2028-08-01,Maquillaje,Labios,24
G3137,Balsamo Labial Sandia 24h Orof,11.76,511.0,10.00,VB,Active,2028-08-01,Maquillaje,Labios,24
G3136,Balsamo Labial Fresas 24h Orof,11.76,370.0,10.00,VB,Active,2028-08-01,Maquillaje,Labios,24
ST3361,"Base Liquida 36h 3 in 1 Base, Primer y Corrector Anthaway",12.94,408.0,11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
ST3352,Base Liquida 36h Vitamina C Fit me! Anthaway,12.94,384.0,11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
ST3350,Base Liquida 36h Hidratante Anthaway,12.94,528.0,11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
161-3020,Primer para rostro Kaliya Beauty Aloe 16H,12.94,1287.0,11.00,VB,Active,2028-08-01,Maquillaje,Primers de maquillaje,24
161-065,Primer para rostro Kaliya Beauty Vitamina C,12.94,309.0,11.00,VB,Active,2028-08-01,Maquillaje,Primers de maquillaje,24
161-095,Primer para rostro Kaliya Beauty Alta adherencia,12.94,1128.0,11.00,VB,Active,2028-08-01,Maquillaje,Primers de maquillaje,24
161-3024,Primer para rostro Kaliya Beauty Acabado húmedo definitivo,12.94,1152.0,11.00,VB,Active,2028-08-01,Maquillaje,Primers de maquillaje,24
8636P,Sombra de ojos Anylady Super Girl,94.12,96.0,80.00,VB,Active,2027-07-01,Maquillaje,Sombra,12
BX-330,Esponja para maquillar 3pcs Kiss Lovely,14.12,409.0,12.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
CS043,Esponja para maquillar 6pcs Envase Plastico,18.82,635.0,16.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
FP3137,Esponja para maquillar Sweet Beauty,18.82,716.0,16.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
B0021-RC,Body Spray Pink in Sweet 250ml,79.30,24.0,71.40,VB,Active,,Cuidado personal,Fragancias,12
0460,Primer Top Face Para Pieles Secas Rellena & Refresca,12.94,696.0,11.00,VB,Active,2027-07-01,Maquillaje,Primers de maquillaje,24
N221,Primer Top Face Rellena & Refresca,12.94,648.0,11.00,VB,Active,2025-12-01,Maquillaje,Primers de maquillaje,24
N220,Base Liquida Detoxificar Y Proteger Note,12.94,408.0,11.00,VB,Active,2027-06-01,Maquillaje,Base de maquillaje,24
0455,Base Liquida Skinwera Efecto Mate Larga Duracion Top Face,12.94,408.0,11.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,24
CL814,Corrector Scanlon Alta Cobertura,15.29,288.0,13.00,VB,Active,2026-01-01,Maquillaje,Corrector,24
M23-157,Mascara De Pestañas Million Pauline Sube El Volumen,18.82,24.0,16.00,VB,Active,2026-10-01,Maquillaje,Mascara,24
DS335-2,Crema Depiladora Disaar 100g 5 Minutos,41.18,24.0,35.00,VB,Inactive,2028-07-01,Cuidado personal,Crema depiladora,12
DS335-1,Crema Depiladora Disaar 100g 3 Minutos,41.18,24.0,35.00,VB,Active,2028-07-01,Cuidado personal,Crema depiladora,12
DS5261,Tónico Facial Hidratante Disaar 200ml,47.06,19.0,40.00,VB,Active,2028-09-01,Maquillaje,Tonico facial,12
AC3142,Tonico Facial de Arroz Aichum Beauty Nutre Y Aclara 100ml,41.18,47.0,35.00,VB,Active,2028-07-01,Maquillaje,Tonico facial,12
AC3141,Contorno De Ojos Hidratante Y Aclarante De Arroz Aichun Beauty 25ml,32.94,84.0,28.00,VB,Active,2027-12-01,Maquillaje,Contorno de ojos,12
AC3120,Limpiador Facial Arroz Natural Aichum Beauty Nutre La Piel 100ml,47.06,0.0,40.00,VB,Inactive,2028-07-01,Maquillaje,Desmaquillante ó Limpiador facial,12
GJ7169,Set Skin Care Acido Kojic 5 Pcs,282.35,3.0,240.00,VB,Active,2028-06-01,Cuidado personal,Set skincare,6
161-014,Cosmetiquera #014,52.94,14.0,45.00,VB,Active,2029-01-01,Maquillaje,Cosmetiquera,12
994-02#,Sombra Anylady 15 tonos #2,47.06,0.0,40.00,VB,Inactive,2027-03-01,Maquillaje,Sombra,12
994-01#,Sombra Anylady 15 tonos #1,47.06,12.0,40.00,VB,Active,2027-06-01,Maquillaje,Sombra,12
S29-001,Brocha Para Maquillaje Set 7 Pzas Stay,58.82,120.0,50.00,Stay,Active,2029-01-01,Maquillaje,Brochas para maquillar,12
2324,Base Beauty City Matte Aprueba de agua,61.18,0.0,52.00,VB,Inactive,2026-10-01,Maquillaje,Base de maquillaje,24
2075,Base Beauty City BB cream,61.18,95.0,52.00,VB,Active,2027-10-01,Maquillaje,Base de maquillaje,24
161-015,Cosmetiquera #015,52.94,143.0,45.00,VB,Active,2029-01-01,Maquillaje,Cosmetiquera,12
5513,Lápiz Labial CHANLANYA Matte 5513,14.12,624.0,12.00,VB,Active,2027-01-01,Maquillaje,Labios,24
5360,Lápiz Labial CHANLANYA Matte 5360,14.12,264.0,12.00,VB,Active,2026-01-01,Maquillaje,Labios,24
5338,Lápiz Labial CHANLANYA Matte 5338,14.12,456.0,12.00,VB,Active,2026-01-01,Maquillaje,Labios,24
5323,Lápiz Labial Huda Beauty Matte 5323,14.12,41.0,12.00,VB,Active,2026-01-01,Maquillaje,Labios,24
30640,Esponja De Silicona Delicate,17.65,336.0,15.00,Mayz,Active,2029-01-01,Maquillaje,Labios,24
006-003493-2,Acondicionador Vinilady Liso Intenso,99.00,76.0,90.00,Mayz,Active,2025-03-01,Cuidado personal,Acondicionador capilar,12
006-003830-0,Crema Peinar Vinilady Aguacate (Super Boom) 300ml,67.06,356.0,57.00,Mayz,Active,2026-01-01,Cuidado personal,Crema capilar,24
006-003893-8,Champú Vinilady 325ml Vinilady Ondas Y Rizos,67.06,0.0,57.00,Mayz,Inactive,2026-01-01,Cuidado personal,Shampoo capilar,12
006-004092-4,Crema Peinar Vinilady Reparación Total 290,67.06,293.0,57.00,Mayz,Active,2025-10-01,Cuidado personal,Crema capilar,24
006-004086-0,Champú Vinilady 325ml Vinilady Reparación Total,67.06,0.0,57.00,Mayz,Inactive,2025-10-01,Cuidado personal,Shampoo capilar,12
006-004049-5,Champú Vinilady 325ml Vinilady Negro Absoluto,67.06,2.0,57.00,Mayz,Inactive,2026-01-01,Cuidado personal,Shampoo capilar,12
006-004027-4,Champú Vinilady 325ml Vinilady Liso Intenso,67.06,0.0,57.00,Mayz,Inactive,2026-01-01,Cuidado personal,Shampoo capilar,12
006-128713,Espuma P/Afeitar Majix 200ml Cool,49.41,461.0,42.00,Mayz,Active,2026-12-01,Cuidado personal,Espuma para afeitar,24
006-132581,Espuma para Afeitar Janti 200ml Sensitive,40.00,165.0,34.00,Mayz,Active,2026-11-01,Cuidado personal,Espuma para afeitar,24
006-C04,Shampoo Miya para Niños 12oz 2 En 1,45.00,5327.0,42.00,Mayz,Active,2025-03-01,Cuidado personal,Shampoo capilar,24
006-WKL258,Gel Para Ducha 550ml Lanolin Wokali,70.00,20.0,63.00,Mayz,Active,2025-03-01,Cuidado personal,Gel de ducha,6
006-WKL176,Gel Para Ducha 550ml Bamboo Wokali,70.00,115.0,63.00,Mayz,Active,2024-10-01,Cuidado personal,Gel de ducha,6
006-132574,Espuma P/Afeitar Janti 200ml regular,40.00,212.0,34.00,Mayz,Active,2026-11-01,Cuidado personal,Espuma para afeitar,24
1721N-B,Polvo Compacto Note Worthy 1721N-B,28.24,660.0,24.00,VB,Active,2027-12-01,Maquillaje,Polvo compacto,12
18-313,Esponja Para Cocina 5pcs 18-313,15.73,142.0,14.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,5
2118N-A,Polvo compacto Note Worthy Glitter Story,28.24,683.0,24.00,VB,Active,2027-12-01,Maquillaje,Polvo compacto,12
2280-47,Fijador De Maquillaje Karité Aloe Vera Control de aceite y refrescante,44.71,0.0,38.00,VB,Inactive,2028-03-22,Maquillaje,Fijador de maquillaje,12
2368-47,Fijador De Maquillaje Kiss beauty Antioxidante & Control de grasa,56.47,14.0,48.00,VB,Active,,Maquillaje,Fijador de maquillaje,12
2377-47B,Limpiador Facial Karité 150ml Rosas,70.59,336.0,60.00,VB,Active,2028-06-01,Maquillaje,Desmaquillante ó Limpiador facial,12
2377-47C,Limpiador Facial Karité 150ml Vitamin E,70.59,347.0,60.00,VB,Active,2028-06-01,Maquillaje,Desmaquillante ó Limpiador facial,12
2377-47A,Limpiador Facial Karité 150ml Aloe,70.59,276.0,60.00,VB,Active,2028-06-01,Maquillaje,Desmaquillante ó Limpiador facial,12
35008-1,Lapiz Labial Mate Beauty Model Matte 35008-1,12.94,42.0,11.00,VB,Active,2027-09-01,Maquillaje,Labios,24
35002-1,Lapiz Labial Mate Beauty Model Matte 35002-1,12.94,474.0,11.00,VB,Active,2027-06-01,Maquillaje,Labios,24
56853-47,Mascara pestaña Karite 56853-47,25.88,144.0,22.00,VB,Active,2027-11-01,Maquillaje,Mascara,24
56939-03HA,Gel de cejas con Ácido Hialurónico,21.18,384.0,18.00,VB,Active,2028-04-01,Maquillaje,Mascara,24
68555-03,Primer Beauty Plump Prime,56.47,156.0,48.00,VB,Active,2028-06-01,Maquillaje,Primers de maquillaje,12
8166-01#,Sombra para Ojos Anylady Believe in yourselve,64.71,12.0,55.00,VB,Active,2027-03-05,Maquillaje,Sombra,12
8658FC,"Sombra para Ojos Sombra, Iluminador, Blush Anylady",97.00,60.0,76.86,BISUTERIA,Active,2028-04-01,Maquillaje,Sombra,12
8842E,Corrector Mate Ever Beauty 8842E,21.18,71.0,18.00,VB,Active,2028-07-01,Maquillaje,Corrector,36
8844E,Corrector Mate Ever Beauty 8844E,21.18,431.0,18.00,VB,Active,2028-06-01,Maquillaje,Corrector,36
8843E,Corrector Mate Ever Beauty 8843E,21.18,648.0,18.00,VB,Active,2028-07-01,Maquillaje,Corrector,24
9206N-L9,Polvo compacto Note Worthy Flash touch 9206N-L9,27.06,960.0,23.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,24
9301N-B,Polvo compacto Note Worthy Natural nude,28.24,528.0,24.00,VB,Active,2027-12-01,Maquillaje,Polvo compacto,12
A-3496,Polvo Compacto Mayeiline A-3496,35.29,792.0,30.00,VB,Active,2028-05-01,Maquillaje,Polvo compacto,12
A-3495,Polvo Compacto Mayeiline A-3495,35.29,695.0,30.00,VB,Active,2028-05-01,Maquillaje,Polvo compacto,12
B51,Primer Mac Skin Base Visage,35.29,1284.0,30.00,VB,Active,2027-04-01,Maquillaje,Primers de maquillaje,12
B7031,Lapiz Labial Mate Beauty Model 24hr,12.94,96.0,11.00,VB,Active,2027-05-01,Maquillaje,Labios,24
BOCR/009,Body 3 Pzas Pink in Sweet BOCR-009,74.12,1.0,63.00,VB,Inactive,,Cuidado personal,Fragancias,12
C009,Esponja para maquillar 6 Piezas Kiss Lovely C009,22.35,0.0,19.00,VB,Inactive,2029-01-01,Maquillaje,Esponjas de maquillaje,12
C008,Esponja para maquillar 6 Piezas Kiss Lovely C008,22.35,240.0,19.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
CL822,Corrector Liquido Scanlon CL822,16.47,336.0,14.00,VB,Active,2027-01-01,Maquillaje,Corrector,24
CL812,Base de Maquillaje Scanlon CL812,47.06,12.0,40.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
ES6016,Sombra Favor Beauty Beach,52.94,543.0,45.00,VB,Active,2026-07-01,Maquillaje,Sombra,16
ES6107,Sombra Favor Beauty Kitty,52.94,34.0,45.00,VB,Active,2026-06-01,Maquillaje,Sombra,16
F004,Base Lorea SPF50+ Antioxidante,20.00,3305.0,16.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
F003,Base Maybelline SPF50+ Alta cobertura,25.00,2898.0,16.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
F007A,Primer CHANLANYA glitter,37.65,168.0,32.00,VB,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
F007B,Primer CHANLANYA transparente,37.65,192.0,32.00,VB,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
FP-375,Esponja Puff Sweet beauty FP-375,37.65,2.0,32.00,VB,Inactive,2029-01-01,Maquillaje,Esponjas de maquillaje,12
GJ7192,Tonico Facial de Acido Hialuronico 150ml GuanJing,52.94,71.0,45.00,VB,Active,2028-05-01,Maquillaje,Tonico facial,12
H64070 C,Base Huda Beauty Matte FPS 50+ todo tipo de pieles,49.41,972.0,42.00,VB,Active,2028-04-01,Maquillaje,Base de maquillaje,12
H98144-A,Lápiz Labial Huda Matte H98144-A,14.12,3402.0,12.00,VB,Active,2028-06-01,Maquillaje,Labios,24
H98149-24B,Lápiz Labial Huda Colores que duran todo el dia,14.12,3624.0,12.00,VB,Active,2028-04-01,Maquillaje,Labios,24
JM-570,Pestañas 1pcs Nooralazawi Nudes 3D,11.76,40.0,10.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,12
JM-603,Pestañas 1pcs Nooralazawi hechas a mano 5D,11.76,208.0,10.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,10
JM-599,Pestañas 1 pcs Nooralazawi hechas a mano 3D,11.76,32.0,10.00,VB,Active,2026-01-01,Maquillaje,Articulos para pestañas,10
L014,Primer Fit me! Alta duracion Love is beauty 24hr,35.29,1229.0,30.00,VB,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
LC1161,Aceite Labial Magic LC1161,12.94,2544.0,11.00,VB,Active,2028-06-01,Maquillaje,Labios,24
LC1164,Aceite Labial Magic LC1164,12.94,1072.0,11.00,VB,Active,2028-07-01,Maquillaje,Labios,24
LC1197,Aceite Labial Magic LC1197,12.94,288.0,11.00,VB,Active,2028-07-01,Maquillaje,Labios,24
LC1201,Aceite Labial Magic LC1201,12.94,1240.0,11.00,VB,Active,2028-06-01,Maquillaje,Labios,30
LC1230,Balsamo Para Labios Magic LC1230,12.94,1404.0,11.00,VB,Active,2028-07-01,Maquillaje,Labios,12
LC1218,Aceite Labial Magic LC1218,12.94,24.0,11.00,VB,Active,2028-07-01,Maquillaje,Labios,24
LC1220,Aceite Labial Magic LC1220,12.94,168.0,11.00,VB,Active,2028-07-01,Maquillaje,Labios,24
LC1204,Aceite Labial Magic LC1204,12.94,352.0,11.00,VB,Active,2028-06-01,Maquillaje,Labios,24
LC1207,Brillo Para Labios Mate Magic Be sweet,12.94,0.0,11.00,VB,Inactive,2028-07-01,Maquillaje,Labios,24
LC1227,Brillo Para Labios Mate Magic color perfecto,12.94,0.0,11.00,VB,Inactive,2028-10-01,Maquillaje,Labios,24
LC1268,Brillo Para Labios Magic paleta corazón,12.94,0.0,11.00,VB,Inactive,2028-08-01,Maquillaje,Labios,24
LC929,Brillo para Labios Magic corazón love,12.94,0.0,11.00,VB,Inactive,2028-04-01,Maquillaje,Labios,24
LC618,Brillo De Labios Magic gatita,12.94,0.0,11.00,VB,Inactive,2028-05-01,Maquillaje,Labios,24
LO903,Polvo suelto banana Scanlon,31.76,36.0,27.00,VB,Active,2027-01-01,Maquillaje,Polvo compacto,12
LS112,Balsamo Para Labios Magic paleta espiral,12.94,792.0,11.00,VB,Active,2028-05-01,Maquillaje,Labios,24
M0045,Polvo Compacto Doble Million Pauline 24hr,52.94,96.0,45.00,VB,Active,2026-04-01,Maquillaje,Polvo compacto,12
M0010,Base Million Pauline Esencia de caracol SPF 25+,44.71,132.0,38.00,VB,Active,2025-09-01,Maquillaje,Base de maquillaje,12
LS115,Balsamo Para Labios Magic Taza gatito,14.12,624.0,12.00,VB,Active,2028-07-01,Maquillaje,Labios,24
LS116,Balsamo Para Labios Magic refresco,14.12,2136.0,12.00,VB,Active,2028-07-01,Maquillaje,Labios,24
M23-27,Polvo Compacto y corrector Million Pauline Mate,52.94,0.0,45.00,VB,Inactive,2027-04-01,Maquillaje,Polvo compacto,12
M22-51,Polvo Compacto Doble Million Pauline tono claro,52.94,81.0,45.00,VB,Active,2026-01-01,Maquillaje,Polvo compacto,12
M23-36,Mascara Million Pauline Refresca y revive,28.24,1219.0,24.00,VB,Active,2026-05-01,Maquillaje,Mascara,12
M22-81,Mascara Million Pauline Ma XXL,28.24,1224.0,24.00,VB,Active,2026-04-01,Maquillaje,Mascara,12
MB-023,Lapiz para cejas,21.00,144.0,18.00,VB,Active,2026-01-01,Maquillaje,Delineador,12
OLU973-3,Perfume niña candy sweet azul,42.35,0.0,36.00,VB,Inactive,,Cuidado personal,Perfumes,16
OLU988-1,Perfume niña science,42.35,0.0,36.00,VB,Inactive,,Cuidado personal,Perfumes,12
P004,Primer baby skin Maybelline borrador de poros,18.00,3792.0,14.00,VB,Active,2026-01-01,Maquillaje,Primers de maquillaje,24
P003,Primer base Mate Infalible Lorel,18.00,3324.0,14.00,VB,Active,2026-01-01,Maquillaje,Primers de maquillaje,12
DL-313,Shampoo Tinte Negro Dr Lana,176.47,5.0,150.00,VB,Inactive,,Cuidado personal,Shampoo capilar,12
RE-2004,Secadora De Cabello Remlngton 5000w,270.59,10.0,230.00,VB,Active,2029-01-26,Maquillaje,Secadora de cabello,6
RE-2038,Secadora De Cabello Reddenton 3000w,305.88,15.0,260.00,VB,Active,2029-01-26,Maquillaje,Secadora de cabello,3
RKQ-DM30,Serum Facial de Arroz Erha21 30ml,29.41,3.0,25.00,VB,Inactive,2026-06-01,Cuidado personal,Serum facial,24
RKQ-2609,Serum Facial de Colágeno Erha21 30ml,29.41,399.0,25.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,24
KQ-6201,Serum Facial Vitamina C Erha21 30ml,29.41,465.0,25.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,24
RX150X,Limpiador Facial 150ml Multi proposito,52.94,181.0,45.00,VB,Active,2026-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
KQ-VC150X,Limpiador Facial 150ml Vitamina C,52.94,81.0,45.00,VB,Active,2026-03-01,Maquillaje,Desmaquillante ó Limpiador facial,12
KQ-VE100,Serum Facial de Vitamina E 100ml,47.06,142.0,40.00,VB,Active,2026-03-01,Cuidado personal,Serum facial,12
KQ-BNS100,Serum Facial de Acido Hialuronico 100ml,47.06,250.0,40.00,VB,Active,2026-03-01,Cuidado personal,Serum facial,12
KQ-DM100,Serum Facial de Arroz 100ml,47.06,179.0,40.00,VB,Active,2026-06-01,Cuidado personal,Serum facial,12
S2-0064,Pala Plastica cuadrada Stay,22.35,0.0,19.00,Stay,Inactive,2029-01-26,Cuidado personal,Pala para pedicure,12
S2-0287,Perfiladora De Ceja 2 pzas Stay,35.96,0.0,32.00,Stay,Inactive,2029-01-26,Maquillaje,Perfiladoras,12
S2-0122,Espejo personal ovalado Stay,37.00,0.0,28.00,Stay,Inactive,2029-01-01,Maquillaje,Espejo,12
S2-0759,Set de esponjas para maquillar Stay,24.72,24.0,22.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,12
S2-0737,Cepillo peinilla para Cabello Stay,25.88,233.0,22.00,Stay,Active,2029-01-01,Maquillaje,"Cepillo, peines y peinillas",12
S2-1035,Cepillo Para Cabello Stay Osito,51.76,24.0,44.00,Stay,Active,2029-01-26,Maquillaje,"Cepillo, peines y peinillas",12
S2-1276,Set para Ceja Set 3 Pzas,35.96,0.0,32.00,Stay,Inactive,2029-01-26,Cuidado personal,Tijera,12
S2-1371,Rizador de Pestaña Stay,40.45,60.0,36.00,Stay,Active,2029-01-01,Maquillaje,Encrespador,12
S21-021,Pincel Para Uñas,13.48,22.0,12.00,Stay,Active,2026-01-01,Maquillaje,Uñas,12
S29-1193,Esponja Facial Stay 6 piezas,32.58,107.0,29.00,Stay,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
S37-0884,Pala para Pedicure Madera Stay,23.60,0.0,21.00,Stay,Inactive,2029-01-01,Cuidado personal,Pala para pedicure,12
S6-1363,Mascara Stay ultra volumen,34.83,216.0,31.00,Stay,Active,2025-12-01,Maquillaje,Mascara,24
S7-001,Mascara Stay transparente en gel,32.58,360.0,29.00,Stay,Active,2026-05-01,Maquillaje,Mascara,24
SD31936,Ampolla Facial con Vitamina C 7pcs x 2ml,32.94,129.0,28.00,VB,Active,2025-08-01,Cuidado personal,Serum facial,12
SD31943,Ampolla Facial 24K Gold 7pcs x 2ml,32.94,113.0,28.00,VB,Active,2025-11-01,Cuidado personal,Serum facial,12
SD30878,Ampolla Facial con Acido Hialuronico 7pcs x 2ml,32.94,27.0,28.00,VB,Active,2026-07-01,Cuidado personal,Serum facial,12
SE812,Sombra para ojos y contorno Scanlon,32.94,207.0,28.00,VB,Active,2027-01-01,Maquillaje,Sombra,12
SE872,Sombra Scanlon 35 tonos,82.35,316.0,70.00,VB,Active,2027-01-01,Maquillaje,Sombra,6
ST3312,Corrector Anthaway Alta definición,11.76,1176.0,10.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
ST3315,Corrector Anthaway Babe Skin,12.94,1992.0,11.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
ST3343,Base Anthaway Multiefecto,12.94,456.0,11.00,VB,Active,2027-03-01,Maquillaje,Base de maquillaje,24
ST3362,Base para maquillaje Super Stay,12.94,336.0,11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
ST3373,Corrector Anthaway 36 horas,11.76,1991.0,10.00,VB,Active,2028-03-01,Maquillaje,Corrector,24
ST3816A,Mascara Anthaway transparente azul,9.41,2304.0,8.00,VB,Active,2028-04-01,Maquillaje,Mascara,48
ST3817R,Mascara Anthaway transparente rosado,9.41,3552.0,8.00,VB,Active,2028-04-01,Maquillaje,Mascara,48
ST3828,Brillo Para Labios Anthaway azul,9.41,1308.0,8.00,VB,Active,2028-05-01,Maquillaje,Labios,12
ST3827,Brillo Para Labios Anthaway rosada,9.41,1524.0,8.00,VB,Active,2028-05-01,Maquillaje,Labios,12
V019,Body Spray amber romance 250ml,70.59,33.0,60.00,VB,Active,,Cuidado personal,Fragancias,18
WA-012,Rasuradora 3 Hojillas Wao azul!,44.94,144.0,40.00,Stay,Active,2029-01-01,Cuidado personal,Rasuradora,12
WA-223,Afeitadora 3 Hojillas morada,37.65,251.0,32.00,Stay,Active,2029-01-01,Cuidado personal,Rasuradora,12
Y3014,Primer Kaliya Beauty Vitamina C,12.94,384.0,11.00,VB,Active,2028-06-01,Maquillaje,Primers de maquillaje,24
Y3015,Primer Kaliya Beauty Unicor,12.94,3136.0,11.00,VB,Active,2028-06-01,Maquillaje,Primers de maquillaje,24
Z204,Primer Kaliya Beauty,12.94,24.0,11.00,VB,Active,2025-03-01,Maquillaje,Primers de maquillaje,24
F001,Base All Hours YvestSaintLaurent,41.18,1132.0,35.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
M0281,Base Velvet Touch SPF+ 10 Million Pauline,41.18,324.0,35.00,VB,Active,2026-10-01,Maquillaje,Base de maquillaje,12
S6-1140A,Iluminador y bronceador Stay,37.08,48.0,33.00,Stay,Active,2025-07-01,Maquillaje,Iluminadores,24
T51037,Lápiz Labial Top Lady,15.00,2112.0,12.00,VB,Active,2028-06-01,Maquillaje,Labios,24
WHD-A03,Serum Facial de Aloe Vera 30ml,30.59,62.0,26.00,VB,Active,2025-09-01,Cuidado personal,Serum facial,12
161-003,Toallas Humedas 25pcs,16.47,86.0,14.00,VB,Active,2026-07-01,Cuidado personal,Toallas humedas,12
8171,Sombra AnyLady Only You,41.18,1557.0,35.00,VB,Active,2027-06-01,Maquillaje,Sombra,24
8138,Sombra AnyLady Little,35.29,695.0,30.00,VB,Active,2027-06-01,Maquillaje,Sombra,24
ST3351,Base Pro BB Cream Anthaway,12.94,192.0,11.00,VB,Active,2027-12-01,Maquillaje,Base de maquillaje,24
123,Bálsamo Para Labios Cute Fruit,12.94,840.0,11.00,VB,Active,2026-03-01,Maquillaje,Labios,24
161-009,Cosmetiquera,58.82,0.0,50.00,VB,Inactive,2029-01-01,Maquillaje,Cosmetiquera,12
161-008,Rizador De Pestaña Princess Art,25.88,112.0,22.00,VB,Active,2029-01-01,Maquillaje,Encrespador,12
H64026 C,Base Huda Beauty Fauxlens,44.71,516.0,38.00,VB,Active,2028-04-01,Maquillaje,Base de maquillaje,12
S6-1130,Delineador Liquido azul Stay,29.00,141.0,31.00,Stay,Active,2025-03-22,Maquillaje,Delineador,24
ST009,Primer L.A Girl Alta definición,12.94,408.0,11.00,VB,Active,2028-04-01,Maquillaje,Primers de maquillaje,24
WA-047,Sombra para ojos Wao!,40.45,216.0,36.00,Stay,Active,2026-05-01,Maquillaje,Sombra,24
974,Sombra AnyLady Dream Big,47.06,84.0,40.00,VB,Active,2027-05-01,Maquillaje,Sombra,12
8342,Balsamo + Exfoliante Labial,32.94,1.0,28.00,VB,Inactive,,Maquillaje,Labios,24
H7043,Iluminador con Glitter Huda Beauty,25.88,2.0,22.00,VB,Inactive,2028-10-01,Maquillaje,Iluminadores,24
F002,Base Loreal Paris Revital Fit,35.29,837.0,30.00,VB,Active,2026-01-01,Maquillaje,Base de maquillaje,12
6001,Protector Solar,32.94,597.0,28.00,VB,Active,2025-05-01,Cuidado personal,Protector Solar,12
BX3626,Piedra Jade,32.94,1032.0,28.00,VB,Active,2029-01-01,Maquillaje,Piedra Jade,12
BX-3503,Perfiladora De Ceja,16.47,596.0,14.00,VB,Active,2029-01-01,Maquillaje,Perfiladoras,12
M0273,Mascara de Pestañas 7D Million Pauline,24.71,284.0,21.00,VB,Active,2026-06-01,Maquillaje,Mascara,48
GJ7181,Limpiador Facial Retinol 100g,49.41,65.0,42.00,VB,Active,2026-05-01,Maquillaje,Desmaquillante ó Limpiador facial,12
JS-1228,Pegamento para Pestañas,8.24,50.0,7.00,VB,Active,2025-12-01,Maquillaje,Articulos para pestañas,12
DS51994,Contorno De Ojos 25ml,41.18,336.0,35.00,VB,Active,2028-06-01,Maquillaje,Contorno de ojos,24
BX3612,Set De Limpieza Facial,76.47,101.0,65.00,VB,Active,2029-01-01,Maquillaje,Esponjas de maquillaje,6
BX3535,Set De Maquillaje,105.88,16.0,90.00,VB,Active,2026-01-01,Maquillaje,Esponjas de maquillaje,4
